Nom,Genre,Épisodes,Date de Diffusion,Score,Rank,Téléspectateurs,Acteurs,Date Debut,Date Fin
Our Memories (2024),"Romance, Youth",21.0,"Apr 30, 2024 - May 3, 2024",7.6,5235.0,"1,679","Rain Lu, Fang Xiao Dong, Cheng Hong Xin, Li Meng Ying, Cao Sai Ya, Yang Yi Kai","Apr 30, 2024","May 3, 2024"
Rise from the Ashes (2024),"Historical, Romance, Fantasy",24.0,"May 2, 2024 - May 18, 2024",7.6,5297.0,"1,913","Jiang Zhi Nan, Li Zong Lin, Zha Jie, Liu Bei Ge, Jiang Peng Yu, Wang Hong","May 2, 2024","May 18, 2024"
In Between (2024),"Romance, Life",27.0,"Sep 19, 2024 - Oct 4, 2024",7.6,5160.0,"2,818","Tian Xi Wei, Xin Yun Lai, Zhang Zhe Hua, Zeng Meng Xue, Yuan Wen Kang, Zhou Yu Tong","Sep 19, 2024","Oct 4, 2024"
Deep in the White Clouds There Is My Dear (2024),"Comedy, Romance",80.0,"Jun 13, 2024",7.6,5565.0,693,,"Jun 13, 2024",
Interlaced Scenes (2024),"Thriller, Mystery",15.0,"Jul 11, 2024 - Jul 17, 2024",7.6,5479.0,798,"Ma Yi Li, Tong Da Wei, Gao Zhi Ting, Lan Ying Ying, Christine Zheng, Wang Jin Song","Jul 11, 2024","Jul 17, 2024"
Dawn Amidst Hidden Clouds (2024),"Thriller, Historical, Mystery, Romance",22.0,"Oct 24, 2024 - Nov 9, 2024",7.6,5396.0,"2,361","Chang Hua Sen, Zhao Qing, Qiu Hong Kai, Wang Xin Ting, Cheng Si Han, Liu Wei Sen","Oct 24, 2024","Nov 9, 2024"
Palace Shadows: Between Two Princes (2024),"Thriller, Historical, Romance",24.0,"Feb 28, 2024 - Mar 9, 2024",7.6,5425.0,"1,748","Zizi Xu, Lin Ze Hui, Jerome Deng, Lin Jun Yi, Huang Enyu, Huang Yun Yun","Feb 28, 2024","Mar 9, 2024"
Come to Me (2024),"Romance, Drama",100.0,"Jun 21, 2024",7.5,5681.0,629,,"Jun 21, 2024",
Islands (2024),"Romance, Life, Drama, Family",40.0,"Feb 13, 2024 - Feb 29, 2024",7.5,5711.0,"1,277","Ma Si Chun, Xu Fan, Li Cheng Ru, Liang Jing, Li Xiao Ran, Song Chun Li","Feb 13, 2024","Feb 29, 2024"
Young Babylon (2024),"Adventure, Romance, Life, Youth",26.0,"Apr 29, 2024 - May 9, 2024",7.5,5820.0,"3,994","Neo Hou, Yang Cai Yu, Julia Xiang, Fei Qi Ming, Zhang Teng, Chen Yi Ge","Apr 29, 2024","May 9, 2024"
My Wife's Double Life (2024),"Thriller, Historical, Mystery, Romance",24.0,"May 31, 2024 - Jun 10, 2024",7.5,5687.0,"4,294","Tang Xiao Tian, Sabrina Zhuang, Lin Feng Song, Cheng Zi, Li Pei En, Li Bo Yang","May 31, 2024","Jun 10, 2024"
Saved by His Tender Love (2024),Romance,94.0,"Aug 22, 2024",7.6,5463.0,587,,"Aug 22, 2024",
False Face and True Feelings (2024),"Action, Historical, Mystery, Romance",26.0,"Apr 12, 2024 - Apr 25, 2024",7.5,5911.0,"2,036","Han Dong Lin, Cui Yi Liang, Zhao Yuan You, Jiang Xi Rao, Jiang Yu Jia, Zhu Da Dan Er","Apr 12, 2024","Apr 25, 2024"
The Love Duel (2024),"Historical, Romance, Fantasy",23.0,"Apr 23, 2024 - May 6, 2024",7.5,5776.0,"1,005","Smile Hu, Wang Xuan, Leo Yang, Lei Si Yu, Sun Sheng Hao, Zhang Yu Han","Apr 23, 2024","May 6, 2024"
Don't Disturb Me Farming (2024),"Romance, Drama",24.0,"Mar 6, 2024 - Mar 21, 2024",7.5,5962.0,"1,678","Qu Meng Ru, Li Zhuo Yang, Liu Mu Zi, Guo Xing Chen, Jiang Zi Teng, Feng Li Ping","Mar 6, 2024","Mar 21, 2024"
Sword and Fairy (2024),"Romance, Wuxia, Fantasy",36.0,"Jan 18, 2024 - Feb 5, 2024",7.5,5900.0,"11,217","Xu Kai, Esther Yu, Fu Xin Bo, Wan Peng, Bai Bing Ke, Zhou Zhan","Jan 18, 2024","Feb 5, 2024"
Love in the Desert (2024),"Historical, Romance, Drama, Martial Arts",26.0,"Sep 29, 2024 - Oct 15, 2024",7.5,5877.0,"5,370","Hankiz Omar, Alen Fang, Levin Gao, Guan Chang, Ji Ling Chen, Yu Cong","Sep 29, 2024","Oct 15, 2024"
The Fragments of Kylin (2024),"Romance, Wuxia, Fantasy",24.0,"Jul 31, 2024",7.5,6160.0,"2,232","Yang Xi Zi, Sun Chen Jun, Gao Zi Tian, He Shi, Cen Ming, Ding Zi En","Jul 31, 2024",
Heartbeat Deviation (2024),Romance,99.0,"Aug 5, 2024",7.5,5833.0,518,,"Aug 5, 2024",
The Revenge of Begonia (2024),"Historical, Romance, Drama",24.0,"Apr 26, 2024 - May 12, 2024",7.5,5905.0,"2,144","Hong Xiao, Yan Zi Xian, Cao Jun Hao, Nuo Nuo, Yang Xiao Bo, Yan Jin Feng","Apr 26, 2024","May 12, 2024"
Tell No One (2024),"Thriller, Crime",12.0,"May 8, 2024 - May 12, 2024",7.5,6241.0,826,"Ou Hao, Li Yi Tong, Eric Le Yang, Zhang Guo Qiang, Hu Lian Xin, Wang Tong Hui","May 8, 2024","May 12, 2024"
Miss Unwieldy (2024),Romance,82.0,"May 11, 2024",7.5,6240.0,632,,"May 11, 2024",
My Special Girl (2024),"Comedy, Romance, Drama",24.0,"Feb 1, 2024 - Feb 11, 2024",7.5,6381.0,"4,799","Leon Zhang, Ireine Song, Mao Lin Lin, Zhou Yan Chen, Isabella, Zhou Da Wei","Feb 1, 2024","Feb 11, 2024"
Fighting for Love (2024),"Action, Historical, Romance, War",36.0,"Jan 31, 2024 - Feb 21, 2024",7.5,6363.0,"4,621","Zhang Tian Ai, Zhang Hao Wei, Wang Rui Chang, Gao Ge, Chen Zheng Yang, Sun Shao Long","Jan 31, 2024","Feb 21, 2024"
Moon Love (2024),"Historical, Romance, Fantasy",24.0,"Jun 26, 2024",7.5,6369.0,"1,312","Wang Jing Xuan, Ji Mei Han, Cao Wan Jin, Wang Xuan, Zeng Chen, Lin Meng","Jun 26, 2024",
A Tale of Love and Loyalty (2024),"Historical, Romance, Drama",20.0,"Feb 5, 2024 - Feb 18, 2024",7.5,6333.0,"4,979","Richard Li, Ming Jia Jia, Patrick Quan, Mu Le En, Wang Lue Tao, Li Si Yang","Feb 5, 2024","Feb 18, 2024"
Revenge of Reborn Princess (2024),"Historical, Romance, Fantasy",20.0,"Nov 5, 2024 - Nov 15, 2024",7.5,6487.0,"1,167","Gia Ge, Dong Zi Fan, Liu Jun Da, Wang Ze Xuan, Zhou Wei Wei, Hu Shi Wen","Nov 5, 2024","Nov 15, 2024"
Step by Step Love (2024),"Comedy, Romance, Drama",28.0,"Mar 28, 2024 - Apr 15, 2024",7.5,6518.0,"7,327","Zhao Zhi Wei, Lu Yang Yang, Brian Chang, Ni Mei Shi, Hu Bo Wen, Lyan Zhang","Mar 28, 2024","Apr 15, 2024"
Drunk to Love You (2024),Romance,24.0,"Mar 14, 2024 - Mar 26, 2024",7.5,6511.0,"1,343","Jeffrey, Lin Xin Yi, Xia Yi, Chai Ye, Liang Xiao Long, Xu Ke Er","Mar 14, 2024","Mar 26, 2024"
The Resilient Dr. Ling (2024),"Historical, Comedy, Romance, Fantasy",27.0,"Aug 8, 2024 - Aug 23, 2024",7.5,6406.0,"1,319","Amy Sun, Wang Hong Xin, Wang Nan Nan, Lu Jin Yuan, Li Yi Mu, Chen Yi Xi","Aug 8, 2024","Aug 23, 2024"
The Unexpected Marriage (2024),"Historical, Comedy, Romance",24.0,"Jul 31, 2024 - Aug 9, 2024",7.5,6503.0,"2,550","Qi Yu Chen, Wu Jun Ting, Wang Chuan, Gao Hui Lin, Li Xing Yao, Jin Chong","Jul 31, 2024","Aug 9, 2024"
"Lost You, Found You (2024)","Romance, Wuxia",20.0,"Jul 22, 2024 - Aug 3, 2024",7.5,6525.0,"2,197","Dai Gao Zheng, Tu Zhi Ying, Chris Zhu, Yan Rui Hao, Liu Xi Yu","Jul 22, 2024","Aug 3, 2024"
Lovesickness (2024),"Historical, Romance",24.0,"May 8, 2024",7.4,6572.0,"1,372","Yu Yi Lei, Yan Zi Xian, Wang Zi Fei, Zhao Wen Long, Deng You, Zheng Chu Chen","May 8, 2024",
Fry Me to the Moon (2024),"Food, Romance, Life, Drama",24.0,"Mar 29, 2024 - Apr 9, 2024",7.4,6636.0,984,"Song Yi, Charmaine Sheh, Li Chun, Zhang Guo Li, Zhang Chao, Wang Ren Jun","Mar 29, 2024","Apr 9, 2024"
The Substitute Princess's Love (2024),"Historical, Mystery, Romance",24.0,"Apr 26, 2024 - May 2, 2024",7.4,6852.0,"3,134","Dylan Kuo, Zhang Miao Yi, Jesse Ren, Liu Zhi Wei, Liu Shu Yuan, Wu Yi Jia","Apr 26, 2024","May 2, 2024"
Our Interpreter (2024),"Business, Romance, Life, Drama",36.0,"Jan 8, 2024 - Jan 25, 2024",7.4,6781.0,"6,667","Victoria Song, Chen Xing Xu, Fei Qi Ming, Wang Sen, Lin Zi Lu, Yu Sha Sha","Jan 8, 2024","Jan 25, 2024"
Love in the Tea Garden (2024),"Comedy, Romance, Life",24.0,"May 28, 2024 - Jun 6, 2024",7.4,6733.0,"2,030","Qi Yan Di, Eric Hsiao, Tan Jia Tai, Fang Si Chang, Gao Kai, Zhu Hai Jun","May 28, 2024","Jun 6, 2024"
The Dangerous Lover (2024),"Historical, Romance, Fantasy",26.0,"Mar 30, 2024 - Apr 15, 2024",7.4,6718.0,"1,916","Zhao Jia Min, Hei Ze, Yang Teng, Zhang Zi Jian, Liu Bei Shi, Zhou Pei Chen","Mar 30, 2024","Apr 15, 2024"
Enslaved by Love (2024),"Historical, Romance",24.0,"Jun 13, 2024 - Jun 29, 2024",7.4,7009.0,"2,815","Zizi Xu, Cheng Yu Feng, Teng Ze Wen, Tian Guang Yu, Lin Shi Han, Ye Xiao Qiu","Jun 13, 2024","Jun 29, 2024"
The Night Is Still Young (2024),"Historical, Romance",30.0,"Dec 6, 2024 - Dec 10, 2024",7.4,6707.0,"1,106","Zhang He, Vicky Liang, Wang Jun Hao, Deng Zhi Hao, Cheung Hoi Yuet, Yang Qiao Yu","Dec 6, 2024","Dec 10, 2024"
Life after Life (2024),"Historical, Romance, Fantasy",25.0,"May 24, 2024 - Jun 10, 2024",7.4,6868.0,"1,046","Li Zi Xuan, Zhang He, Xia Zhi Yuan, Xie Xin, Frankie Guo, Ning Xian Zhou","May 24, 2024","Jun 10, 2024"
Fall in Love with a Fox (2024),"Comedy, Romance, Wuxia",29.0,"Sep 20, 2024 - Oct 3, 2024",7.4,7172.0,"2,046","Wanyan Luo Rong, Xu Hao, Liu Yu Han, Ma Hao Dong, Eve Lu, Yang Shi Qian","Sep 20, 2024","Oct 3, 2024"
